Отчетная дата,Всего,добыча полезных ископаемых,добыча топливно-энергетических полезных ископаемых,обрабатывающие производства,производство пищевых продуктов,обработка древесины и производство изделий из дерева,целлюлозно-бумажное производство; издательская и полиграфическая деятельность,"производство кокса, нефтепродуктов и ядерных материалов",химическое производство,производство прочих неметаллических минеральных продуктов,металлургическое производство и производство готовых металлических изделий,производство машин и оборудования,производство машин и оборудования для сельского и лесного хозяйства,производство транспортных средств и оборудования,производство автомобилей,производство и распределение электроэнергии газа и воды,сельское хозяйство охота и лесное хозяйство,"сельское хозяйство, охота и предоставление услуг в этих областях",строительство,строительство зданий и сооружений,транспорт и связь,"деятельность воздушного транспорта, подчиняющегося и не подчиняющегося расписанию","оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования","операции с недвижимым имуществом, аренда и предоставление услуг",прочие виды деятельности,на завершение расчетов,inflation_rate,unemploy_rate,bucks_rate,gdp,gdp_growth,gdp_pps,gdp_usd,gdp_deflator,index_price_mod,index_price_mod_growth,index_price_mod_growth_prev_year,key_rate,is_swan_event_covid,is_swan_event_default,is_swan_event_oil,is_swan_event_crimea
2013-12-01,883538.0,7689.0,4736.0,200664.0,68596.0,16283.0,11843.0,9295.0,6272.0,11238.0,20835.0,12592.0,1960.0,13646.0,9066.0,26772.0,99943.0,95020.0,84102.0,62662.0,24882.0,973.0,244654.0,75675.0,110162.0,8995.0,0.51,5.5,32.0758,72085.7,1.8,3791.77,2289.24,105.3,0.0,100.5,106.5,8.25,0,0,0,0
2014-01-01,861362.0,6370.0,3955.0,195212.0,62382.0,15278.0,11244.0,11410.0,4438.0,12816.0,24699.0,12258.0,1865.0,12487.0,8927.0,29544.0,89880.0,84582.0,83438.0,61736.0,24508.0,860.0,245075.0,74832.0,103958.0,8545.0,0.59,5.5,32.6587,79030.0,0.7,3890.55,2056.58,107.5,106.1,0.0,100.6,8.25,0,0,0,0
2014-02-01,871268.0,6956.0,4138.0,193193.0,57604.0,15654.0,11153.0,11485.0,4345.0,13371.0,25394.0,12506.0,1868.0,12698.0,9071.0,30548.0,95676.0,90933.0,84937.0,59798.0,24157.0,889.0,229266.0,90237.0,105007.0,11291.0,0.7,5.5,35.18,79030.0,0.7,3890.55,2056.58,107.5,106.2,100.7,101.3,8.25,0,0,0,0
2014-03-01,895281.0,6245.0,3740.0,199510.0,59736.0,15227.0,11628.0,11592.0,5052.0,14577.0,25650.0,13493.0,2313.0,13303.0,9584.0,30558.0,101214.0,96244.0,87002.0,60514.0,25676.0,865.0,237219.0,90694.0,107787.0,9376.0,1.02,5.5,36.1847,79030.0,0.7,3890.55,2056.58,107.5,106.9,101.0,102.3,8.25,0,0,0,1
2014-04-01,913982.0,5451.0,2948.0,200213.0,58251.0,16074.0,11363.0,10604.0,5157.0,15300.0,26177.0,13563.0,2285.0,14307.0,10548.0,31810.0,98232.0,93359.0,114306.0,86206.0,26735.0,1246.0,235995.0,85493.0,106197.0,9550.0,0.9,5.0,35.6053,79030.0,0.7,3890.55,2056.58,107.5,107.3,100.9,103.2,7.0,0,0,0,1
2014-05-01,943249.0,5250.0,2807.0,212700.0,69577.0,14720.0,11430.0,10843.0,5228.0,15582.0,26583.0,14362.0,2398.0,14354.0,10517.0,31855.0,109787.0,105140.0,121771.0,91322.0,28135.0,1246.0,244148.0,76161.0,102995.0,10447.0,0.9,5.0,35.7227,79030.0,0.7,3890.55,2056.58,107.5,107.6,100.9,104.2,8.25,0,0,0,0
2014-06-01,963954.0,6495.0,2837.0,219268.0,70921.0,14873.0,11583.0,10768.0,5425.0,17640.0,28830.0,15259.0,2593.0,14363.0,10496.0,31882.0,115366.0,110819.0,123688.0,92193.0,30021.0,1249.0,252889.0,71403.0,102700.0,10242.0,0.62,5.0,35.7227,79030.0,0.7,3890.55,2056.58,107.5,107.8,100.6,104.8,8.25,0,0,0,0
2014-07-01,964015.0,6560.0,2711.0,216218.0,66801.0,14728.0,12018.0,10785.0,5194.0,18845.0,29467.0,14765.0,1918.0,14354.0,10413.0,19893.0,103903.0,97950.0,128615.0,94842.0,29236.0,1298.0,255333.0,96658.0,96337.0,11262.0,0.49,4.9,33.8434,79030.0,0.7,3890.55,2056.58,107.5,107.5,100.5,105.3,7.5,0,0,0,0
2014-08-01,1004160.0,6606.0,2694.0,222611.0,69718.0,15050.0,12457.0,10843.0,6299.0,19768.0,29636.0,14925.0,2021.0,14237.0,10376.0,20077.0,115424.0,109419.0,153969.0,120973.0,32539.0,4035.0,265137.0,74941.0,101262.0,11594.0,0.24,4.9,35.4438,79030.0,0.7,3890.55,2056.58,107.5,107.6,100.2,105.6,8.0,0,0,0,0
2014-09-01,1019142.0,6927.0,2844.0,222478.0,71547.0,15130.0,12546.0,10838.0,6530.0,18290.0,29752.0,15135.0,2025.0,14163.0,9979.0,16223.0,121687.0,114980.0,160912.0,127316.0,33178.0,3840.0,265884.0,77099.0,102758.0,11996.0,0.65,4.9,35.4438,79030.0,0.7,3890.55,2056.58,107.5,108.0,100.7,106.3,8.0,0,0,0,0
2014-10-01,999961.0,8885.0,4657.0,206138.0,68200.0,11323.0,8250.0,8338.0,5793.0,13836.0,30389.0,15070.0,1883.0,16931.0,9984.0,16114.0,112981.0,106596.0,160932.0,127272.0,33900.0,4299.0,258130.0,78621.0,112225.0,12035.0,0.82,5.2,39.3836,79030.0,0.7,3890.55,2056.58,107.5,108.3,100.8,107.1,8.0,0,0,0,0
2014-11-01,1010562.0,9067.0,4566.0,208349.0,70494.0,11177.0,8765.0,7731.0,6080.0,13715.0,30699.0,15135.0,1899.0,17199.0,10033.0,8882.0,116454.0,110046.0,166208.0,129781.0,34878.0,3921.0,260748.0,79053.0,114816.0,12107.0,1.28,5.2,41.9627,79030.0,0.7,3890.55,2056.58,107.5,109.1,101.3,108.5,8.25,0,0,0,0
2014-12-01,1030497.0,12813.0,8308.0,206475.0,70944.0,11239.0,9618.0,7000.0,6151.0,13659.0,32629.0,14608.0,1902.0,16960.0,9977.0,8337.0,118366.0,112287.0,169588.0,131563.0,39569.0,7781.0,262924.0,82886.0,116985.0,12554.0,2.62,5.2,41.9627,79030.0,0.7,3890.55,2056.58,107.5,0.0,102.6,111.4,9.5,0,0,0,0
2015-01-01,1128325.0,28894.0,23174.0,205229.0,64379.0,16565.0,9237.0,6858.0,5268.0,13461.0,31360.0,14321.0,1903.0,19527.0,10156.0,7270.0,113511.0,108052.0,208028.0,165621.0,37858.0,9794.0,253191.0,99015.0,162451.0,12878.0,3.85,5.7,56.2376,83087.4,-2.0,3833.86,1363.7,107.2,115.0,0.0,103.9,8.25,0,0,0,0
2015-02-01,1215434.0,29464.0,23229.0,214917.0,69599.0,17321.0,9953.0,6807.0,5347.0,14089.0,32027.0,14501.0,1927.0,19038.0,10201.0,7387.0,127437.0,120922.0,225013.0,160113.0,42055.0,11095.0,277766.0,103895.0,173354.0,14146.0,2.22,5.7,56.2376,83087.4,-2.0,3833.86,1363.7,107.2,116.7,102.2,106.2,8.25,0,0,0,0
2015-03-01,1261646.0,29276.0,22974.0,215494.0,72461.0,17189.0,10927.0,6690.0,5829.0,14822.0,31921.0,15199.0,1921.0,12369.0,3256.0,7303.0,131014.0,124512.0,233999.0,168729.0,44572.0,11977.0,300363.0,108947.0,175519.0,15158.0,1.21,5.7,56.2376,83087.4,-2.0,3833.86,1363.7,107.2,116.9,101.2,107.4,8.25,0,0,0,0
2015-04-01,1322291.0,29950.0,23507.0,220985.0,71573.0,17301.0,11236.0,7235.0,5435.0,15387.0,33960.0,17304.0,2006.0,13036.0,3349.0,7523.0,127635.0,120855.0,243299.0,177591.0,43681.0,10305.0,319996.0,115588.0,197840.0,15793.0,0.46,5.6,57.65,83087.4,-2.0,3833.86,1363.7,107.2,116.4,100.5,107.9,14.0,0,0,0,0
2015-05-01,1416907.0,30706.0,23702.0,240918.0,75691.0,17440.0,12207.0,6914.0,5657.0,16354.0,34959.0,23192.0,2009.0,15538.0,4175.0,7340.0,133615.0,126657.0,256692.0,194141.0,50156.0,10888.0,339768.0,136188.0,205669.0,15853.0,0.35,5.6,51.1388,83087.4,-2.0,3833.86,1363.7,107.2,115.8,100.4,108.3,14.0,0,0,0,0
2015-06-01,1469750.0,30647.0,23518.0,250024.0,77254.0,17567.0,12647.0,8258.0,5954.0,16959.0,35679.0,23255.0,2023.0,16354.0,4515.0,7567.0,140969.0,133252.0,268669.0,202484.0,54069.0,13189.0,359459.0,141083.0,201178.0,16086.0,0.19,5.6,51.1388,83087.4,-2.0,3833.86,1363.7,107.2,115.3,100.2,108.5,12.5,0,0,0,0
2015-07-01,1540239.0,30592.0,23756.0,254828.0,74613.0,17412.0,12797.0,8676.0,6200.0,19351.0,39753.0,23224.0,2021.0,17128.0,5022.0,9708.0,138958.0,130644.0,306365.0,239144.0,56845.0,13195.0,371876.0,150900.0,204307.0,15859.0,0.8,5.3,55.8413,83087.4,-2.0,3833.86,1363.7,107.2,115.6,100.8,109.4,11.5,0,0,0,0
2015-08-01,1603873.0,29572.0,23520.0,258876.0,78826.0,18358.0,11678.0,6814.0,6713.0,20575.0,39373.0,23248.0,2022.0,16793.0,5131.0,11969.0,137681.0,128975.0,324818.0,256394.0,57920.0,16736.0,392160.0,166650.0,208353.0,15873.0,0.35,5.3,60.3458,83087.4,-2.0,3833.86,1363.7,107.2,115.8,100.4,109.8,8.25,0,0,0,0
2015-09-01,1608194.0,29203.0,23465.0,258765.0,80378.0,18212.0,11225.0,7210.0,7236.0,19496.0,39119.0,23179.0,2022.0,18318.0,6374.0,12062.0,138981.0,129398.0,320614.0,257353.0,60847.0,20897.0,397996.0,162207.0,211179.0,16340.0,0.57,5.3,66.7152,83087.4,-2.0,3833.86,1363.7,107.2,115.7,100.6,110.4,11.0,0,0,0,0
2015-10-01,1586439.0,28677.0,23661.0,249254.0,80978.0,10622.0,10664.0,7343.0,6874.0,21765.0,38492.0,21945.0,1907.0,18257.0,6380.0,11633.0,131344.0,122170.0,321012.0,256760.0,63762.0,24322.0,389086.0,158699.0,217433.0,15539.0,0.74,5.7,65.7364,83087.4,-2.0,3833.86,1363.7,107.2,115.6,100.7,111.2,11.0,0,0,0,0
2015-11-01,1586140.0,17207.0,12066.0,268120.0,83108.0,11210.0,10047.0,9673.0,9189.0,22065.0,43076.0,24799.0,1915.0,18470.0,7011.0,11857.0,137466.0,128157.0,324892.0,259553.0,69808.0,30732.0,406112.0,162094.0,172898.0,15686.0,0.75,5.7,65.7364,83087.4,-2.0,3833.86,1363.7,107.2,115.0,100.8,112.1,8.25,0,0,0,0
2015-12-01,1634251.0,17145.0,12038.0,272459.0,78309.0,9849.0,14204.0,10397.0,9189.0,21877.0,44599.0,27279.0,1884.0,18893.0,6880.0,21658.0,142912.0,131120.0,330965.0,264961.0,72725.0,33012.0,410207.0,160752.0,189929.0,15497.0,0.77,5.7,66.737,83087.4,-2.0,3833.86,1363.7,107.2,0.0,100.8,112.9,11.0,0,0,0,0
2016-01-01,1676510.0,17104.0,11986.0,268076.0,72185.0,9509.0,14278.0,10454.0,9639.0,20671.0,46017.0,25581.0,1890.0,18382.0,6615.0,22680.0,140173.0,125597.0,357341.0,295080.0,80497.0,38131.0,402400.0,168549.0,204909.0,14781.0,0.96,5.9,72.9299,85616.1,0.2,3887.39,1282.66,102.8,109.8,0.0,101.0,11.0,0,0,0,0
2016-02-01,1724161.0,16584.0,12016.0,274163.0,73000.0,9708.0,14274.0,10466.0,11713.0,21223.0,46267.0,26236.0,1882.0,18077.0,6633.0,21678.0,144304.0,129479.0,357373.0,297434.0,94469.0,49583.0,426200.0,158100.0,216420.0,14871.0,0.63,5.9,72.9299,85616.1,0.2,3887.39,1282.66,102.8,108.1,100.6,101.6,11.0,0,0,0,0
2016-03-01,1787832.0,16623.0,12122.0,282396.0,80269.0,9702.0,16428.0,10338.0,9063.0,22913.0,42220.0,26712.0,1896.0,19912.0,7916.0,21496.0,148127.0,134223.0,399419.0,337464.0,97527.0,55065.0,437571.0,148547.0,220893.0,15234.0,0.46,5.9,75.8994,85616.1,0.2,3887.39,1282.66,102.8,107.3,100.5,102.1,11.0,0,0,0,0
2016-04-01,1758010.0,17493.0,13026.0,274038.0,71834.0,9305.0,16351.0,10307.0,9170.0,23566.0,42328.0,26007.0,1891.0,20535.0,7860.0,22126.0,149419.0,135012.0,363267.0,299143.0,109213.0,64925.0,438207.0,151415.0,217636.0,15196.0,0.44,5.7,67.8552,85616.1,0.2,3887.39,1282.66,102.8,107.3,100.4,102.5,11.0,0,0,0,0
2016-05-01,1790011.0,13215.0,9788.0,282336.0,73168.0,10664.0,16507.0,10013.0,9968.0,23872.0,42895.0,30223.0,1891.0,19789.0,7787.0,22013.0,153054.0,138535.0,365682.0,304113.0,114613.0,71425.0,441698.0,155632.0,226511.0,15257.0,0.41,5.7,67.8552,85616.1,0.2,3887.39,1282.66,102.8,107.3,100.4,102.9,11.0,0,0,0,0
2016-06-01,1798480.0,14133.0,9914.0,283259.0,73417.0,11126.0,16561.0,9950.0,9976.0,24066.0,43511.0,29536.0,1891.0,19930.0,7852.0,21966.0,150793.0,138688.0,369772.0,294338.0,112972.0,70150.0,449167.0,144934.0,235893.0,15591.0,0.36,5.7,65.9962,85616.1,0.2,3887.39,1282.66,102.8,107.5,100.4,102.3,10.5,0,0,0,0
2016-07-01,1797555.0,14864.0,9599.0,275671.0,72067.0,10696.0,16310.0,6750.0,9948.0,24905.0,38289.0,29230.0,1893.0,19452.0,7878.0,21718.0,143856.0,131803.0,369730.0,303808.0,108541.0,65893.0,447776.0,162281.0,237764.0,15354.0,0.54,5.3,64.1755,85616.1,0.2,3887.39,1282.66,102.8,107.2,100.5,103.9,10.5,0,0,0,0
2016-08-01,1822991.0,15104.0,9947.0,280786.0,74433.0,11445.0,16347.0,6688.0,10095.0,24465.0,38724.0,29944.0,1887.0,20079.0,7911.0,21749.0,146024.0,133612.0,370220.0,303959.0,107889.0,65180.0,462782.0,163612.0,239267.0,15558.0,0.01,5.3,64.1755,85616.1,0.2,3887.39,1282.66,102.8,106.9,100.0,103.9,10.5,0,0,0,0
2016-09-01,1890348.0,15530.0,9924.0,279127.0,70732.0,11243.0,15914.0,6710.0,10020.0,24524.0,39881.0,29144.0,1888.0,19683.0,7985.0,21257.0,146458.0,133676.0,421396.0,352494.0,105067.0,63063.0,464645.0,178165.0,243560.0,15141.0,0.17,5.3,65.2535,85616.1,0.2,3887.39,1282.66,102.8,106.4,100.2,104.1,10.0,0,0,0,0
2016-10-01,1863945.0,15940.0,10336.0,263744.0,69964.0,10416.0,15868.0,6918.0,10002.0,19939.0,38640.0,20688.0,1890.0,18560.0,7808.0,21231.0,143894.0,131143.0,394642.0,319912.0,102589.0,59697.0,465177.0,194078.0,248039.0,14611.0,0.43,5.4,63.396,85616.1,0.2,3887.39,1282.66,102.8,106.1,100.4,104.5,10.0,0,0,0,0
2016-11-01,1864322.0,16020.0,10441.0,263274.0,70123.0,10667.0,15848.0,6932.0,10128.0,18355.0,39403.0,21150.0,1890.0,17161.0,8149.0,21417.0,142956.0,130039.0,381364.0,306709.0,97973.0,55976.0,472387.0,206256.0,248068.0,14609.0,0.44,5.4,63.2174,85616.1,0.2,3887.39,1282.66,102.8,105.8,100.4,105.0,10.0,0,0,0,0
2016-12-01,1846295.0,12229.0,7093.0,261201.0,69783.0,11079.0,16088.0,7073.0,10463.0,18748.0,36407.0,20064.0,1890.0,17132.0,8204.0,21037.0,144684.0,131767.0,379637.0,305606.0,97888.0,55979.0,474119.0,206342.0,234674.0,14484.0,0.4,5.4,65.2382,85616.1,0.2,3887.39,1282.66,102.8,0.0,100.4,105.4,10.0,0,0,0,0
2017-01-01,1749321.0,13232.0,6922.0,252681.0,65453.0,10989.0,14544.0,10487.0,9754.0,18067.0,37163.0,18069.0,1727.0,14282.0,5574.0,22167.0,145064.0,131962.0,342039.0,284664.0,89985.0,48505.0,460467.0,199096.0,210988.0,13602.0,0.62,5.6,65.2382,91843.2,1.8,4026.53,1578.41,105.3,105.0,0.0,100.6,9.25,0,0,0,0
2017-02-01,1816619.0,26005.0,7269.0,259169.0,73269.0,11282.0,8470.0,10757.0,8995.0,15701.0,37489.0,30061.0,1754.0,12710.0,5478.0,22734.0,145708.0,133571.0,370107.0,308798.0,92236.0,49290.0,461313.0,201441.0,223898.0,14006.0,0.22,5.6,60.0851,91843.2,1.8,4026.53,1578.41,105.3,104.6,100.2,100.8,9.0,0,0,0,0
2017-03-01,1834579.0,27042.0,7579.0,248236.0,67274.0,9324.0,8496.0,10586.0,8615.0,16316.0,38951.0,26130.0,1709.0,12556.0,5221.0,22763.0,148988.0,136446.0,383142.0,320407.0,91575.0,49127.0,469314.0,210879.0,218742.0,13897.0,0.13,5.6,57.9627,91843.2,1.8,4026.53,1578.41,105.3,104.3,100.1,101.0,9.0,0,0,0,0
2017-04-01,1814807.0,24879.0,5992.0,242055.0,66808.0,9681.0,8601.0,10162.0,8558.0,16333.0,37265.0,21984.0,1711.0,12504.0,5495.0,24363.0,145954.0,133336.0,382027.0,321151.0,90458.0,48638.0,458963.0,216710.0,215863.0,13533.0,0.33,5.2,55.9606,91843.2,1.8,4026.53,1578.41,105.3,104.1,100.3,101.3,8.25,0,0,0,0
2017-05-01,1849958.0,26211.0,5685.0,255567.0,69218.0,9539.0,8637.0,9938.0,8731.0,21899.0,39727.0,24618.0,1733.0,12681.0,5574.0,22653.0,146583.0,133821.0,395876.0,334947.0,90671.0,48560.0,456594.0,217723.0,224195.0,13883.0,0.37,5.2,55.9606,91843.2,1.8,4026.53,1578.41,105.3,104.1,100.4,101.7,8.25,0,0,0,0
2017-06-01,1849906.0,26418.0,5690.0,265589.0,71740.0,10276.0,8547.0,9986.0,9646.0,24798.0,46123.0,24536.0,1735.0,11928.0,5550.0,15402.0,147976.0,135178.0,378615.0,317443.0,91069.0,48773.0,457289.0,222217.0,231189.0,14143.0,0.61,5.2,56.6876,91843.2,1.8,4026.53,1578.41,105.3,104.4,100.6,102.3,7.75,0,0,0,0
2017-07-01,1827947.0,36198.0,15876.0,258701.0,71357.0,9934.0,8277.0,9657.0,9856.0,25618.0,45712.0,20299.0,335.0,11739.0,5412.0,14815.0,148212.0,135482.0,363720.0,309720.0,86513.0,47507.0,450829.0,225299.0,230060.0,13600.0,0.07,5.0,59.3862,91843.2,1.8,4026.53,1578.41,105.3,103.9,100.1,102.4,7.5,0,0,0,0
2017-08-01,1852769.0,33233.0,15134.0,259325.0,73064.0,9967.0,8318.0,9716.0,9873.0,26277.0,39270.0,22704.0,336.0,11518.0,5871.0,14813.0,150648.0,137855.0,359831.0,306844.0,84112.0,47508.0,461174.0,242385.0,233825.0,13424.0,-0.54,5.0,60.0633,91843.2,1.8,4026.53,1578.41,105.3,103.3,99.5,102.8,7.25,0,0,0,0
2017-09-01,1850311.0,33455.0,15148.0,264818.0,72583.0,10064.0,8069.0,9256.0,11203.0,29409.0,39358.0,24411.0,333.0,13859.0,8365.0,15027.0,150673.0,138045.0,353969.0,297822.0,85104.0,47625.0,458744.0,244684.0,230435.0,13401.0,-0.15,5.0,58.5454,91843.2,1.8,4026.53,1578.41,105.3,103.0,99.9,102.7,7.25,0,0,0,0
2017-10-01,1851984.0,33474.0,15140.0,263312.0,71054.0,9991.0,8185.0,9079.0,11547.0,33511.0,40764.0,21252.0,555.0,13867.0,8365.0,15115.0,147509.0,134422.0,370328.0,308387.0,74779.0,40863.0,458097.0,244861.0,231085.0,13425.0,0.2,5.1,58.5454,91843.2,1.8,4026.53,1578.41,105.3,102.7,100.2,102.9,7.5,0,0,0,0
2017-11-01,1844744.0,33475.0,15125.0,268645.0,77983.0,11048.0,8163.0,9132.0,11394.0,36556.0,40952.0,16930.0,337.0,13652.0,8366.0,14863.0,144029.0,130912.0,263768.0,204225.0,75531.0,41453.0,460124.0,346715.0,224091.0,13503.0,0.22,5.1,58.1179,91843.2,1.8,4026.53,1578.41,105.3,102.5,100.2,102.1,7.5,0,0,0,0
2017-12-01,1802896.0,23368.0,5114.0,263591.0,75149.0,11289.0,8115.0,8994.0,9261.0,38296.0,41157.0,16532.0,336.0,13553.0,8364.0,19268.0,144483.0,131372.0,263941.0,204067.0,66295.0,31981.0,441570.0,341328.0,225869.0,13185.0,0.42,5.1,58.5814,91843.2,1.8,4026.53,1578.41,105.3,0.0,100.4,102.5,7.75,0,0,0,0
2018-01-01,1803848.0,23688.0,5084.0,277908.0,79333.0,10568.0,7276.0,8937.0,12085.0,35663.0,53966.0,16486.0,337.0,13431.0,8205.0,19278.0,149048.0,136218.0,267510.0,206080.0,65085.0,31976.0,448256.0,320652.0,219538.0,12885.0,0.31,5.1,58.5814,103861.7,2.8,4213.4,1630.66,110.0,102.2,0.0,100.3,7.75,0,0,0,0
2018-02-01,1911542.0,23549.0,5088.0,293212.0,83994.0,11569.0,7049.0,9724.0,12140.0,37179.0,56738.0,19419.0,313.0,14330.0,9106.0,21690.0,150515.0,139469.0,289732.0,222542.0,65026.0,32544.0,456651.0,389511.0,208771.0,12883.0,0.21,5.1,56.184,103861.7,2.8,4213.4,1630.66,110.0,102.2,100.2,100.5,7.75,0,0,0,0
2018-03-01,1931162.0,23639.0,5163.0,290060.0,85138.0,12402.0,6952.0,8936.0,12310.0,37503.0,52948.0,19658.0,607.0,13352.0,8061.0,20579.0,158539.0,147468.0,294030.0,227464.0,62379.0,32172.0,465623.0,380045.0,223537.0,12731.0,0.29,5.1,56.3742,103861.7,2.8,4213.4,1630.66,110.0,102.4,100.3,100.8,7.5,0,0,0,0
2018-04-01,1930410.0,23553.0,5116.0,285744.0,84344.0,13092.0,6904.0,9046.0,13143.0,38194.0,48985.0,18407.0,605.0,13373.0,8060.0,20773.0,157730.0,146641.0,285778.0,218755.0,64299.0,31938.0,477537.0,339428.0,262786.0,12780.0,0.38,4.8,56.3742,103861.7,2.8,4213.4,1630.66,110.0,102.4,100.4,101.2,7.25,0,0,0,0
2018-05-01,1965131.0,23521.0,5108.0,300754.0,81935.0,14430.0,6817.0,9052.0,12878.0,54301.0,48352.0,18595.0,627.0,13852.0,5564.0,19893.0,160989.0,149892.0,285428.0,217521.0,70319.0,37009.0,487329.0,341880.0,262252.0,12767.0,0.38,4.8,56.3742,103861.7,2.8,4213.4,1630.66,110.0,102.4,100.4,101.6,7.0,0,0,0,0
2018-06-01,1931867.0,23911.0,5156.0,297899.0,79575.0,13585.0,6707.0,9061.0,12744.0,53338.0,49127.0,19864.0,597.0,13638.0,5334.0,19476.0,156419.0,145320.0,280027.0,213818.0,53150.0,20174.0,484436.0,335633.0,266415.0,14502.0,0.49,4.8,62.0188,103861.7,2.8,4213.4,1630.66,110.0,102.3,100.5,102.1,6.5,0,0,0,0
2018-07-01,1909718.0,23017.0,4410.0,299095.0,80971.0,13788.0,6730.0,11085.0,15548.0,51144.0,45445.0,19562.0,597.0,13538.0,5259.0,20631.0,156962.0,145910.0,280474.0,211713.0,53591.0,20184.0,478711.0,329097.0,255172.0,12968.0,0.27,4.6,62.0188,103861.7,2.8,4213.4,1630.66,110.0,102.5,100.3,102.4,6.0,0,0,0,0
2018-08-01,1938821.0,23350.0,4909.0,316865.0,94797.0,15028.0,7125.0,9759.0,15773.0,50966.0,45861.0,21821.0,597.0,13251.0,5259.0,20707.0,158050.0,146994.0,304115.0,235869.0,53455.0,20179.0,477665.0,332069.0,239611.0,12934.0,0.01,4.6,62.3497,103861.7,2.8,4213.4,1630.66,110.0,103.1,100.0,102.4,5.5,0,0,0,0
2018-09-01,1970915.0,28778.0,10163.0,322882.0,96839.0,14887.0,7086.0,9711.0,16914.0,51861.0,47141.0,21425.0,598.0,13238.0,5258.0,21383.0,167437.0,156409.0,289513.0,220431.0,53312.0,20168.0,482757.0,338494.0,253538.0,12820.0,0.16,4.6,68.0447,103861.7,2.8,4213.4,1630.66,110.0,103.4,100.2,102.5,4.25,0,0,0,0
2018-10-01,1973028.0,28396.0,9825.0,333883.0,110716.0,14773.0,6711.0,9834.0,18272.0,53184.0,44862.0,17959.0,318.0,12780.0,5259.0,21238.0,165714.0,154795.0,286452.0,219986.0,51408.0,19973.0,474819.0,341783.0,256361.0,12973.0,0.35,4.8,68.0447,103861.7,2.8,4213.4,1630.66,110.0,103.5,100.4,102.9,4.25,0,0,0,0
2018-11-01,1965442.0,33909.0,15361.0,344949.0,114885.0,14856.0,6700.0,9909.0,18321.0,59755.0,45104.0,18103.0,318.0,12784.0,5267.0,20900.0,165317.0,154433.0,289851.0,224176.0,42907.0,13358.0,469843.0,324923.0,259798.0,13046.0,0.5,4.8,65.5962,103861.7,2.8,4213.4,1630.66,110.0,103.8,100.5,103.4,4.25,0,0,0,0
2018-12-01,1961154.0,29648.0,11078.0,347448.0,114095.0,14991.0,7220.0,10025.0,18708.0,60587.0,45280.0,20471.0,318.0,12868.0,5292.0,20345.0,163539.0,152671.0,285625.0,219044.0,42709.0,13366.0,466778.0,329041.0,263139.0,12883.0,0.84,4.8,66.5335,103861.7,2.8,4213.4,1630.66,110.0,0.0,100.8,104.3,4.25,0,0,0,0
2019-01-01,1899307.0,23235.0,4805.0,331550.0,101334.0,15614.0,7360.0,9768.0,14713.0,60278.0,45091.0,18414.0,320.0,12837.0,5210.0,20213.0,157914.0,148758.0,287294.0,221789.0,38232.0,10313.0,448945.0,322240.0,257081.0,12603.0,1.01,4.8,66.5335,109608.3,2.2,4284.37,1693.32,103.3,105.0,0.0,101.0,4.25,0,0,0,0
